Year,Month,Day,Region,Site,Fisher,Method,sector,Fish no.,HL,Width,Whole Weight,Mantle weight,Quill length,Sex,Stage,OW.testes,NW.sperm,ODV.vasdeferens,OV.penis,Whole.nadWt,Nads kept,Mated,Comments
2013,10,15,Albany,Emu Point,,,Recreational,140579,,,,,199,F,5,14.07,9.71,2.02,1.24,27.04,,,
2013,8,25,Albany,Emu Point,,,Recreational,140580,,,,,188,F,5,6.18,11.14,1.6,1.1,20.02,,,Ovary possibly partly missing
2014,1,14,Albany,Emu Point,,,Recreational,140581,,,,,218,F,5,17.09,15.6,3.02,1.75,37.46,,,no statoliths
2014,5,19,Albany,King George Sound,Jackman,,Commercial,140582,286,,970.6,281.7,285,F,5,36.94,25.31,4.11,3.31,69.67,a,a,
2014,5,19,Albany,King George Sound,Jackman,,Commercial,140592,280,,945.6,277,281,F,5,34.99,24.37,4.29,2.89,66.54,a,a,
2014,5,19,Albany,King George Sound,Jackman,,Commercial,140595,191,,325.9,98.1,193,F,3,0.58,0.51,0.17,,1.26,,,
2014,5,19,Albany,King George Sound,Jackman,,Commercial,140600,231,,531.7,160.9,231,F,4,1.47,3.68,,1.25,6.4,,,
2014,5,21,Metro,BP Refinery,,,Recreational,140601,,,,,140,F,2,0.13,0.06,0.03,,0.22,,,
2014,5,21,Metro,BP Refinery,,,Recreational,140603,,,,,130,F,2,0.08,0.04,0.01,,0.13,,,
2014,5,21,Metro,BP Refinery,,,Recreational,140605,,,,,148,F,2,0.15,0.1,0.07,,0.32,,,
2014,5,21,Metro,BP Refinery,,,Recreational,140606,,,,,137,F,2,,0.11,0.06,,0.17,,,
2014,5,21,Metro,BP Refinery,,,Recreational,140607,,,,,132,F,2,0.09,0.05,0.02,,0.16,,,
2014,5,21,Metro,Parmelia Bank,,,Research,140609,218,,438.4,135.3,218,F,5,26.68,16.27,2.86,2.57,48.38,a,a,
2014,5,21,Metro,Parmelia Bank,,,Research,140613,200,,326.2,112.3,200,F,3,0.69,1.28,0.32,0.29,2.58,,,
2014,5,21,Metro,Parmelia Bank,,,Research,140617,173,,233.2,78.4,178,F,3,0.64,0.39,0.2,,1.23,,,
2014,5,21,Metro,Parmelia Bank,,,Research,140618,149,,157.5,53.3,153,F,2,0.27,0.21,0.07,,0.55,,,
2014,5,21,Metro,Parmelia Bank,,,Research,140619,113,,81.6,27.3,117,F,1,0.07,0.06,0.02,,0.15,,,
2014,5,21,Metro,Parmelia Bank,,,Research,140620,166,,211.8,75.1,168,F,2,0.49,0.43,0.21,,1.13,,,
2014,5,21,Metro,Parmelia Bank,,,Research,140623,163,,212.6,73.4,165,F,3,0.49,0.48,0.26,,1.23,,,
2014,5,21,Metro,Parmelia Bank,,,Research,140624,146,,144.6,50.1,147,F,2,0.19,0.09,0.05,,0.33,,,
2014,5,21,Metro,Parmelia Bank,,,Research,140625,178,,223.4,79.5,178,F,3,0.58,1.13,0.26,0.22,2.19,,,
2014,5,21,Metro,Parmelia Bank,,,Research,140629,163,,191.6,65.3,167,F,2,0.44,0.28,0.12,,0.84,,,
2014,5,21,Metro,Parmelia Bank,,,Research,140631,108,,81.4,25.7,112,F,2,0.1,0.04,0.03,,0.17,,,
2014,5,21,Metro,Parmelia Bank,,,Research,140633,129,,113.2,35.5,132,F,2,0.17,0.13,0.07,,0.37,,,
2014,5,21,Metro,Parmelia Bank,,,Research,140635,142,,146.4,49.9,144,F,2,0.16,0.04,0.05,,0.25,,,
2014,5,21,Metro,Parmelia Bank,,,Research,140638,141,,145.1,50.3,143,F,2,0.19,0.1,0.05,,0.34,,,
2014,5,21,Metro,Parmelia Bank,,,Research,140639,128,,108,36.1,131,F,2,0.07,0.07,0.03,,0.17,,,
2014,5,21,Metro,Parmelia Bank,,,Research,140640,126,,97.4,32.3,129,F,2,0.15,0.06,0.04,,0.25,,,
2014,5,21,Metro,Parmelia Bank,,,Research,140641,156,,186.1,61.1,160,F,2,0.26,0.34,0.18,,0.78,,,
2014,5,21,Geographe Bay,Geographe Bay,Rumner,,Commercial,140642,189,,327.2,101.1,192,F,4,0.61,1.03,0.25,0.22,2.11,,,
2014,5,21,Geographe Bay,Geographe Bay,Rumner,,Commercial,140645,214,,395.3,124.4,213,F,5,11.73,7.57,1.4,1.18,21.88,a,a,
2014,5,21,Geographe Bay,Geographe Bay,Rumner,,Commercial,140646,234,,508.4,144.4,233,F,5,26.69,18.63,5.33,2.42,53.07,a,a,
2014,5,21,Geographe Bay,Geographe Bay,Rumner,,Commercial,140649,298,,304.9,97.1,299,F,3,0.42,0.57,0.13,0.15,1.27,,,
2014,5,21,Geographe Bay,Geographe Bay,Rumner,,Commercial,140650,163,,205.8,67.3,167,F,3,0.4,0.54,0.1,0.07,1.11,,,
2014,5,21,Geographe Bay,Geographe Bay,Rumner,,Commercial,140655,185,,248.3,82.1,186,F,4,0.67,1.38,0.27,0.24,2.56,,,
2014,5,21,Geographe Bay,Geographe Bay,Rumner,,Commercial,140656,300,,1059.5,293.3,306,F,5,20.76,56.74,9.34,5.78,92.62,a,a,
2014,5,21,Geographe Bay,Geographe Bay,Rumner,,Commercial,140658,202,,380.5,117.6,203,F,4,1.17,3.38,0.74,0.61,5.9,,,
2014,5,21,Geographe Bay,Geographe Bay,Rumner,,Commercial,140661,187,,275.4,92.6,187,F,4,0.45,0.54,0.12,0.14,1.25,,,
2013,8,20,Albany,Albany Town Jetty,,,Recreational,140662,,,,,152,F,4,0.33,0.89,,,1.22,,,ODV missing
2014,1,19,Albany,Emu Point Channel,,,Recreational,140663,,,,,168,F,3,0.11,1.04,0.46,,1.61,,,
2014,1,27,Albany,Middleton Jetty,,,Recreational,140664,,,,,213,F,5,8.07,9.56,1.92,1.2,20.75,,a,
2014,3,15,Albany,Middleton Jetty,,,Recreational,140665,,,,,194,F,5,8.5,10.56,2.07,1.54,22.67,,a,
2014,1,19,Albany,Emu Point Channel,,,Recreational,140666,,,,,200,F,5,5.03,5.61,1.03,0.92,12.59,,a,
2014,2,1,Albany,Ellen Cove Jetty,,,Recreational,140668,,,,,180,F,5,5.16,7.54,1.38,1.24,15.32,,a,
2013,8,3,Albany,Albany Town Jetty,,,Recreational,140675,,,,,207,F,5,11.77,14.28,2.45,1.78,30.28,,,
2014,3,9,Albany,Ellen Cove Jetty,,,Recreational,140676,,,,,226,F,5,9.46,13.88,2.44,2.32,28.1,,a,No statoliths
2013,8,9,Albany,Emu Point Channel,,,Recreational,140678,,,,,199,F,5,9.01,11.3,2.51,1.73,24.55,,a,"2m depth, some oocytes lost in bag, no statoliths"
2014,1,31,Albany,Whale world,,,Recreational,140680,,,,,116,F,2,0.07,0.03,,,0.1,,,No statoliths
2014,3,9,Albany,Ellen Cove Jetty,,,Recreational,140681,,,,,190,F,5,12.53,12.78,2.35,1.63,29.29,,a,No statoliths
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140684,,,,,235,F,5,8.28,17.73,2.71,2.37,31.09,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140687,,,,,247,F,5,9.38,15.8,3.05,2.08,30.31,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140688,,,,,282,F,5,18.26,32.31,6.14,4.56,61.27,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140689,,,,,162,F,4,0.63,1.4,0.25,0.24,2.52,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140694,,,,,275,F,5,16.69,23.52,3.88,3.21,47.3,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140701,,,,,242,F,5,6.69,10.26,1.98,1.26,20.19,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140705,,,,,268,F,5,10.84,,,1.29,12.13,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140706,,,,,237,F,5,9.5,12.74,2.23,1.65,26.12,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140708,,,,,222,F,4,0.79,0.67,0.14,0.22,1.82,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140710,,,,,216,F,4,0.71,2.5,0.44,0.37,4.02,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140712,,,,,222,F,5,7.19,15.16,2.61,1.81,26.77,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140713,,,,,252,F,4,0.97,2.78,0.59,0.62,4.96,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140714,,,,,211,F,5,15.48,14.21,2.53,1.98,34.2,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140717,,,,,169,F,3,0.15,0.16,0.03,0.06,0.4,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140718,,,,,239,F,5,12.77,11.76,3.24,1.54,29.31,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140720,,,,,262,F,5,12.47,32,5.2,4.63,54.3,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140721,,,,,163,F,3,0.25,0.47,0.72,0.17,1.61,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140724,,,,,245,F,5,9.16,18,2.71,2.72,32.59,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140725,,,,,230,F,5,8.58,19.73,3.6,2,33.91,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140726,,,,,173,F,3,,0.28,0.06,0.08,0.42,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140729,,,,,247,F,5,2.61,6.44,1.45,1.14,11.64,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140730,,,,,300,F,5,17.05,,4.02,2.96,24.03,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140731,,,,,237,F,5,,,4,2.78,6.78,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140732,,,,,188,F,3,0.34,1.35,0.33,0.3,2.32,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140733,,,,,196,F,3,0.2,0.3,0.08,0.15,0.73,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140734,,,,,280,F,5,14.32,30.01,5.57,3.83,53.73,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140738,,,,,172,F,3,,0.3,0.09,0.06,0.45,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140741,,,,,,F,5,3.37,,,1.41,4.78,,,
2014,1,9,Albany,Albany Town Jetty,,,Recreational,140744,,,,,209,F,5,1.74,3.35,2.22,1.39,8.7,,a,
2014,1,8,Albany,Emu Point Channel,,,Recreational,140746,,,,,209,F,5,10.45,5.4,1.85,1.32,19.02,,,
2014,1,27,Albany,Middleton Jetty,,,Recreational,140748,,,,,188,F,5,12.8,13.53,2.34,1.66,30.33,,a,
2014,2,1,Albany,Ellen Cove Jetty,,,Recreational,140749,,,,,222,F,5,19.21,17.91,3.35,2.25,42.72,,,
2014,4,5,Albany,Wagchinicup,,,Recreational,140751,,,,,213,F,5,9.44,17.62,3.01,2.09,32.16,,,
2014,1,27,Albany,Middleton Jetty,,,Recreational,140752,,,,,157,F,4,0.53,1.65,0.32,0.23,2.73,,,
2014,2,2,Albany,Emu Point Channel,,,Recreational,140754,,,,,148,F,3,0.16,0.11,0.06,,0.33,,,
2014,3,15,Albany,Middleton Jetty,,,Recreational,140755,,,,,166,F,3,0.15,0.11,0.06,,0.32,,,
2013,12,31,Albany,Albany Town Jetty,,,Recreational,140756,,,,,196,F,5,4.3,18.11,3.04,1.8,27.25,,a,Some oocytes missing
2014,3,2,Albany,Whale world,,,Recreational,140757,,,,,222,F,5,21.04,18.22,3.33,2.54,45.13,,a,
2014,2,16,Albany,Middleton Beach,,,Recreational,140758,,,,,203,F,5,19.23,36.15,6.82,3.55,65.75,,a,
2014,6,13,Metro,Parmelia Bank,,,Research,140760,151,,149.3,46.3,151,F,2,0.2,0.09,0.03,0.04,0.36,,,
2014,6,13,Metro,Parmelia Bank,,,Research,140762,142,,125.9,39.1,143,F,2,0.2,0.12,0.01,0.02,0.35,,,
2014,6,13,Metro,Parmelia Bank,,,Research,140764,143,,121.4,39.9,143,F,2,0.17,0.18,0.08,,0.43,,,
2014,6,13,Metro,Parmelia Bank,,,Research,140767,230,,490.1,154.7,229,F,3,0.93,1,0.22,0.19,2.34,a,,
2014,6,13,Metro,Parmelia Bank,,,Research,140768,181,,226.1,76.5,181,F,3,0.57,0.85,0.2,0.15,1.77,,,
2014,6,13,Metro,Parmelia Bank,,,Research,140769,151,,171.7,52.8,151,F,3,0.36,0.26,0.04,0.04,0.7,,,
2014,6,13,Metro,Parmelia Bank,,,Research,140770,132,,109.6,32.4,132,F,2,0.19,0.06,0.06,,0.31,,,
2014,6,13,Metro,Parmelia Bank,,,Research,140772,141,,146,44.6,143,F,2,0.23,0.19,0.07,,0.49,,,
2014,6,13,Metro,Parmelia Bank,,,Research,140774,130,,106.6,33.8,131,F,2,0.11,0.07,0.03,,0.21,,,
2014,6,13,Metro,Parmelia Bank,,,Research,140776,218,,471.7,145.3,218,F,4,1.02,2.46,0.4,0.38,4.26,,,
2014,6,13,Metro,Parmelia Bank,,,Research,140777,211,,390.1,118.3,211,F,5,14.66,8.96,1.71,1.29,26.62,a,a,
2014,6,13,Metro,Parmelia Bank,,,Research,140778,221,,423.4,127.5,222,F,5,22.26,15.31,2.83,2.07,42.47,a,a,
2014,6,13,Metro,Parmelia Bank,,,Research,140779,121,,229.5,73.7,173,F,3,0.4,0.24,0.07,0.07,0.78,,,
2014,6,13,Metro,Parmelia Bank,,,Research,140781,152,,161.2,57.3,154,F,3,0.33,0.35,0.09,0.08,0.85,,,
2014,6,13,Metro,Parmelia Bank,,,Research,140783,138,,139.7,44,140,F,2,0.2,0.04,0.05,,0.29,,,
2014,6,13,Metro,Parmelia Bank,,,Research,140791,196,,307.9,107.8,191,F,2,0.35,0.23,0.1,,0.68,,,
2014,6,13,Metro,Parmelia Bank,,,Research,140792,178,,241.8,83,180,F,2,0.46,0.71,0.17,0.13,1.47,,,
2014,6,13,Metro,Parmelia Bank,,,Research,140793,150,,165.5,56,152,F,2,0.21,0.09,0.04,,0.34,,,
2014,6,13,Metro,Parmelia Bank,,,Research,140794,180,,280.6,90.6,183,F,3,0.83,1.58,0.3,0.35,3.06,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140795,,,,,216,F,4,1.36,4.2,0.65,0.56,6.77,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140801,,,,,230,F,5,20.88,25.34,4.39,3.07,53.68,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140804,,,,,214,F,5,5.39,13.44,2.47,1.44,22.74,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140805,,,,,216,F,4,,2.87,0.53,0.53,3.93,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140806,,,,,245,F,4,1.57,4.37,0.75,0.61,7.3,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140809,,,,,211,F,5,15.17,14,2.57,1.92,33.66,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140813,,,,,178,F,3,0.46,0.54,0.1,0.09,1.19,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140814,,,,,260,F,5,10.46,23.14,4.05,2.44,40.09,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140816,,,,,267,F,5,13.79,18.78,3.49,2.91,38.97,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140817,,,,,200,F,3,1.1,3.21,0.5,0.54,5.35,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140818,,,,,232,F,5,10.39,16.38,2.56,1.68,31.01,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140819,,,,,234,F,5,10.6,17.51,3.41,3.33,34.85,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140820,,,,,282,F,5,18.98,39.09,2.92,5,65.99,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140822,,,,,180,F,2,,0.13,0.05,0.06,0.24,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140823,,,,,245,F,5,13.76,19.75,3.25,2.54,39.3,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140824,,,,,160,F,2,,0.19,,,0.19,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140826,,,,,221,F,5,3.09,6.23,0.89,0.85,11.06,,,no statoliths
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140834,,,,,232,F,5,11.84,17.65,3.04,2.26,34.79,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140835,,,,,246,F,5,2.59,,1.36,0.96,4.91,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140836,,,,,236,F,5,1.32,4.87,1.16,1.05,8.4,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140837,,,,,232,F,5,3.78,6.33,,,10.11,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140840,,,,,235,F,5,13.74,24.79,4.02,2.54,45.09,,,
2014,1,27,Albany,Middleton Jetty,,,Recreational,140841,,,,,149,F,2,0.11,0.13,0.07,,0.31,,,
2014,1,9,Albany,Albany Town Jetty,,,Recreational,140843,,,,,186,F,3,0.47,1.51,0.26,,2.24,,,
2014,3,8,Albany,Whale world,,,Recreational,140844,,,,,139,F,2,0.08,0.04,,,0.12,,,
2014,1,16,Albany,Middleton Jetty,,,Recreational,140846,,,,,256,F,5,16.13,16.02,3.25,2.15,37.55,,a,
2014,1,17,Albany,Emu Point Channel,,,Recreational,140847,,,,,215,F,5,10.41,12.14,2.26,1.31,26.12,,a,
2013,9,7,Albany,Albany Town Jetty,,,Recreational,140849,,,,,221,F,5,22.9,28.51,4.59,3.05,59.05,,a,
2014,3,2,Albany,Whale world groyne,,,Recreational,140851,,,,,154,F,2,0.08,0.07,,,0.15,,,
2014,1,27,Albany,Middleton Jetty,,,Recreational,140853,,,,,181,F,4,7.4,5.76,0.95,0.82,14.93,,,
2014,3,15,Albany,Middleton Jetty,,,Recreational,140854,,,,,216,F,5,7.67,13.88,2.09,1.71,25.35,,a,
2014,2,1,Albany,Whale world,,,Recreational,140855,,,,,99,F,1,,,,,0,,,
2014,2,5,Albany,Ellen Cove Jetty,,,Recreational,140857,,,,,204,F,5,9.44,15.35,2.75,1.95,29.49,,,
2014,1,26,Albany,Middleton Jetty,,,Recreational,140859,,,,,219,F,5,12.82,16.46,2.6,2.05,33.93,,a,
2014,3,9,Albany,Ellen Cove Jetty,,,Recreational,140860,,,,,194,F,5,9.68,17.02,2.81,2.51,32.02,,a,
2013,12,31,Albany,Middleton Jetty,,,Recreational,140861,,,,,99,F,2,,0.03,0.01,,0.04,,,
2014,2,8,Albany,Middleton Jetty,,,Recreational,140862,,,,,145,F,3,0.2,0.4,0.18,,0.78,,,
2014,2,2,Albany,Emu Point Channel,,,Recreational,140863,,,,,219,F,5,8.23,16.58,3.06,2.5,30.37,,,
2014,1,16,Albany,Middleton Jetty,,,Recreational,140866,,,,,221,F,5,11.97,14.82,2.37,1.65,30.81,,a,
2014,1,9,Albany,Emu Point Groyne,,,Recreational,140867,,,,,199,F,4,1.71,14.79,2.9,,19.4,,a,
2013,8,11,Albany,Albany Town Jetty,,,Recreational,140868,,,,,185,F,5,2.29,4.16,0.78,0.63,7.86,,,
2014,2,2,Albany,Ellen Cove Jetty,,,Recreational,140869,,,,,211,F,5,13.87,12.4,2.37,1.63,30.27,,a,
2013,8,3,Albany,Albany Town Jetty,,,Recreational,140870,,,,,215,F,5,9.76,11.44,1.87,1.55,24.62,,a,
2013,8,10,Albany,Emu Point Channel,,,Recreational,140875,,,,,201,F,,,11.23,2.15,1.29,14.67,,a,Ovary missing from sample
2013,7,20,Albany,Albany Town Jetty,,,Recreational,140876,,,,,188,F,4,0.24,2.15,0.49,0.27,3.15,,,Parts of ovary possibly missing
2013,8,11,Albany,Albany Town Jetty,,,Recreational,140877,,,,,198,F,5,9.37,13.56,2.66,1.33,26.92,,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140879,196,,373.8,127.1,198,F,4,1.06,2.55,0.49,0.43,4.53,,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140881,205,,358.9,117.8,207,F,5,4.74,5.02,0.88,0.64,11.28,a,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140882,266,,664,195.6,267,F,5,32.21,21.61,3.83,2.43,60.08,a,a,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140883,217,,472.4,156.4,219,F,5,14.2,12.13,1.93,1.25,29.51,a,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140885,142,,151.7,54.3,143,F,2,0.22,0.25,0.07,0.05,0.59,,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140886,201,,415.6,134,201,F,5,17.27,10.97,2,1.65,31.89,a,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140889,287,,1175.7,319.4,285,F,5,40.65,24.93,4.38,3.92,73.88,a,a,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140892,200,,390.6,124.2,197,F,4,1.11,2.62,0.49,0.43,4.65,,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140893,230,,604.9,187.2,231,F,4,0.74,1.56,0.35,0.33,2.98,,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140894,231,,562.7,160.4,235,F,5,22.01,14.78,3,2.12,41.91,a,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140907,284,,1115.2,327.4,286,F,5,55.11,34.84,5.17,3.57,98.69,a,a,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140909,212,,495.1,149.5,216,F,5,22.9,15.01,2.97,2.04,42.92,a,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140911,240,,679.6,212.8,244,F,5,32.11,23.61,4.39,2.88,62.99,a,a,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140913,165,,235.3,83.3,172,F,3,0.34,0.7,0.26,,1.3,,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140916,199,,448.9,140.4,203,F,5,15.12,11,1.73,1.59,29.44,,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140917,180,,356.5,121.4,182,F,3,0.37,0.32,0.18,,0.87,,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140921,214,,506.6,142,222,F,5,24.91,18.28,2.94,2.28,48.41,a,a,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140922,161,,223,85.8,166,F,5,0.3,0.85,0.33,,1.48,a,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140923,195,,404.3,129,200,F,5,19.56,12.28,1.85,1.51,35.2,a,,
2014,4,12,Metro,,,,Recreational,140924,,,,,119,F,2,0.02,0.03,0.02,,0.07,,,5m depth
2014,4,19,Metro,Mangles Bay,,,Recreational,140926,,,,,159,F,2,0.09,0.2,0.09,,0.38,,,3.5m depth
2014,4,19,Metro,Mangles Bay,,,Recreational,140927,,,,,180,F,3,0.22,0.48,0.26,,0.96,,,3.5m depth
2014,4,12,Metro,,,,Recreational,140931,,,,,201,F,4,0.26,0.89,0.43,,1.58,,,5m depth
2014,4,12,Metro,,,,Recreational,140932,,,,,145,F,3,0.08,0.09,0.06,,0.23,,,5m depth
2014,4,12,Metro,,,,Recreational,140934,,,,,194,F,5,9.08,12.83,2,1.92,25.83,,,5m depth
2014,3,1,Geographe Bay,,,,Recreational,140935,,,,,143,F,3,0.14,0.17,0.09,,0.4,,,10m depth
2014,3,1,Geographe Bay,,,,Recreational,140936,,,,,139,F,2,0.04,0.05,0.02,,0.11,,,10m depth
2014,4,19,Metro,Mangles Bay,,,Recreational,140938,,,,,161,F,3,0.13,0.31,0.14,,0.58,,,3.5m depth
2014,4,19,Metro,Mangles Bay,,,Recreational,140939,,,,,135,F,2,,0.07,0.03,,0.1,,,3.5m depth
2014,4,19,Metro,Mangles Bay,,,Recreational,140940,,,,,116,F,2,0.18,0.25,0.17,,0.6,,,"3.5m depth, start of quill is broken/missing"
2014,4,19,Metro,Mangles Bay,,,Recreational,140941,,,,,165,F,2,0.06,0.07,0.03,,0.16,,,3.5m depth
2014,7,3,Geographe Bay,Geographe Bay,Rumner,,Commercial,140947,210,,402.7,124.6,210,F,5,20.26,12.7,2.48,1.44,36.88,a,,
2014,7,3,Geographe Bay,Geographe Bay,Rumner,,Commercial,140948,222,,421.2,124.3,221,F,5,19.74,14.6,2.71,2.03,39.08,a,,
2014,7,3,Geographe Bay,Geographe Bay,Rumner,,Commercial,140949,272,,830.7,239.5,274,F,5,57.55,36.12,5.97,4.72,104.36,a,,
2014,7,3,Geographe Bay,Geographe Bay,Rumner,,Commercial,140950,242,,556.2,161.7,243,F,5,35.78,25.65,4.97,3.02,69.42,a,,
2014,7,3,Geographe Bay,Geographe Bay,Rumner,,Commercial,140951,203,,363.4,120.7,206,F,5,12.26,9.77,1.69,1.25,24.97,a,,
2014,7,3,Geographe Bay,Geographe Bay,Rumner,,Commercial,140954,219,,429.5,128.6,222,F,5,27.09,18.45,3.38,2.21,51.13,a,a,
2014,7,3,Geographe Bay,Geographe Bay,Rumner,,Commercial,140955,214,,393.5,132,216,F,5,11.28,7.42,1.3,1.14,21.14,a,,
2014,7,3,Geographe Bay,Geographe Bay,Rumner,,Commercial,140956,184,,287.6,99.1,183,F,5,2.11,2.78,0.52,0.49,5.9,a,,
2014,7,3,Geographe Bay,Geographe Bay,Rumner,,Commercial,140957,231,,478.4,141.7,232,F,5,22.34,17.42,3.23,2.17,45.16,a,,
2014,7,3,Geographe Bay,Geographe Bay,Rumner,,Commercial,140958,242,,627.2,191.5,245,F,5,44.55,28.83,4.93,3.54,81.85,a,,
2014,6,28,Geographe Bay,Geographe Bay,Rumner,,Commercial,140963,139,,125,42.6,143,F,2,0.03,0.05,0.04,,0.12,,,
2014,6,28,Geographe Bay,Geographe Bay,Rumner,,Commercial,140965,185,,288,96.4,188,F,4,0.6,1.98,0.39,0.38,3.35,,,
2014,6,28,Geographe Bay,Geographe Bay,Rumner,,Commercial,140966,200,,388.5,115.9,203,F,5,8.07,6.87,1.21,1.02,17.17,a,,
2014,6,28,Geographe Bay,Geographe Bay,Rumner,,Commercial,140967,261,,781.4,232.5,262,F,5,25.98,17.34,3.47,2.82,49.61,a,,
2014,6,28,Geographe Bay,Geographe Bay,Rumner,,Commercial,140968,203,,413.6,115.2,206,F,5,24.47,15.71,2.83,1.89,44.9,a,a,
2014,6,28,Geographe Bay,Geographe Bay,Rumner,,Commercial,140969,240,,629.3,165.7,245,F,5,41.87,29.81,5.22,3.9,80.8,a,,
2014,7,10,Metro,Parmelia Bank,,,Research,140970,188,,283.5,93.6,188,F,3,0.67,0.68,0.12,0.16,1.63,,,
2014,7,10,Metro,Parmelia Bank,,,Research,140971,200,,331.2,103.6,201,F,5,10.1,7.51,1.42,1.03,20.06,a,,
2014,7,10,Metro,Parmelia Bank,,,Research,140973,176,,247.4,82.5,178,F,4,0.99,2.19,0.42,0.33,3.93,,,
2014,7,10,Metro,Parmelia Bank,,,Research,140974,168,,203.6,66.1,169,F,3,0.31,0.14,0.1,,0.55,,,
2014,7,10,Metro,Parmelia Bank,,,Research,140976,200,,324.2,99.6,202,F,5,19.13,12.92,2.16,1.64,35.85,a,,
2014,7,10,Metro,Parmelia Bank,,,Research,140977,170,,228.6,82.8,174,F,4,0.97,1.65,0.36,0.28,3.26,,,
2014,7,10,Metro,Parmelia Bank,,,Research,140980,204,,365.1,120.1,206,F,5,14.85,11.76,2.34,1.48,30.43,a,,
